"Convergence history of Velocity Magnitude on miao37 (in SI units)"
"Iteration" "flow-time etc.."
8000 8 3.240309114717423
8100 8.1 3.208619450469547
8200 8.199999999999999 3.61336826378791
8300 8.300000000000001 4.619077037458495
8400 8.4 6.066122106430398
8500 8.5 6.379552507207469
8600 8.6 4.830616986701076
8700 8.700000000000001 4.497469031826011
8800 8.800000000000001 6.620116183369265
8900 8.9 8.467305443403324
9000 9 7.875908146769666
9100 9.1 7.303308844511772
9200 9.200000000000001 7.391642526495695
9300 9.300000000000001 7.73933456374075
9400 9.4 7.648803201141641
9500 9.5 6.763644039924138
9600 9.6 6.385001293270613
9700 9.700000000000001 6.648445739872042
9800 9.800000000000001 7.020795432273691
9900 9.9 6.979943849329254
10000 10 5.862924362679748
10100 10.1 5.212872072635556
10200 10.2 5.214284269775295
10300 10.3 5.319482498845126
10400 10.4 3.951751465608027
10500 10.5 3.877912303176193
10600 10.6 4.87643435172265
10700 10.7 3.951369508018247
10800 10.8 4.841677230468454
10900 10.9 5.512252711925021
11000 11 6.533223198887788
11100 11.1 5.406216954502286
11200 11.2 5.690542356883306
11300 11.3 6.203744411583235
11400 11.4 5.808530021696719
11500 11.5 4.652351237979584
11600 11.6 3.638326504918437
11700 11.7 3.464487291629856
11800 11.8 3.715123348569807
11900 11.9 4.318596298695065
12000 12 6.236137640747272
12100 12.1 6.013414392832461
12200 12.2 6.644945551973764
12300 12.3 7.383317255350874
12400 12.4 6.493981779103781
12500 12.5 5.713816598402932
12600 12.6 6.536392113392701
12700 12.7 6.674017425653585
12800 12.8 5.803954637611113
12900 12.9 6.307761370499794
13000 13 5.992317508436957
13100 13.1 5.340436987287737
13200 13.2 4.972207311214808
13300 13.3 5.037801062648641
13400 13.4 5.719972437715257
13500 13.5 4.418260491483735
13600 13.6 5.327897971369167
13700 13.7 6.553319741821946
13800 13.8 7.274107355337998
13900 13.9 7.064370405730465
14000 14 6.617220477832941
14100 14.1 5.905315769100158
14200 14.2 5.361289012033698
14300 14.3 5.759060303410112
14400 14.4 5.69546608488306
14500 14.5 5.1132824317587
14600 14.6 4.715858437755748
14700 14.7 4.642922323960721
14800 14.8 5.142159441565315
14900 14.9 5.552044309244239
15000 15 4.87973475155215
15100 15.1 5.670900288102494
15200 15.2 6.53335394422936
15300 15.3 6.693009520423518
15400 15.4 6.495343760985298
15500 15.5 6.03433859512846
15600 15.6 6.0287740370429
15700 15.7 6.082721107076762
15800 15.8 6.609414474811099
15900 15.9 7.250128915899599
16000 16 7.841873428326446
16100 16.1 7.803214876696096
16200 16.2 7.49322188288324
16300 16.3 7.204532547087539
16400 16.4 6.947549680713879
16500 16.5 6.578748143345556
16600 16.6 6.373250747045662
16700 16.7 6.523517780912671
16800 16.8 6.947902768241625
16900 16.9 7.118454280575053
17000 17 6.816484160296836
17100 17.1 7.52160851129533
17200 17.2 7.697295566452682
17300 17.3 6.72856934997655
17400 17.4 5.248465030170844
17500 17.5 3.387355356717056
17600 17.6 2.430042136262656
17700 17.7 1.522973164999729
17800 17.8 2.501329756309817
17900 17.9 3.983710721432924
18000 18 3.761235460246335
18100 18.1 3.780155051966147
18200 18.2 3.84560971741963
18300 18.3 4.053372949474285
18400 18.4 4.63199616503208
18500 18.5 4.492565052791766
18600 18.6 4.312692932170591
18700 18.7 3.981214045269038
18800 18.8 3.251874731729108
18900 18.9 2.959537673776528
19000 19 3.790721288442349
19100 19.1 4.983391052522181
19200 19.2 5.119153950485105
19300 19.3 5.50772905288039
19400 19.4 5.148864211608867
19500 19.5 5.737485780192795
19600 19.6 6.460583453988099
19700 19.7 7.184989393159575
19800 19.8 7.467298674079639
19900 19.9 7.765182889100297
20000 20 5.748758499103968
20100 20.1 3.737998676716638
20200 20.2 3.368299679980463
20300 20.3 4.053618457597101
20400 20.4 5.246586664447132
20500 20.5 5.333031883107687
20600 20.6 6.39218063535673
20700 20.7 6.317172440430739
20800 20.8 7.232615509048707
20900 20.9 7.361368676751462
21000 21 6.192889099988614
21100 21.1 5.764064188423366
21200 21.2 6.272616159208191
21300 21.3 6.601871855356729
21400 21.4 7.731159798366279
21500 21.5 8.003807201388218
21600 21.6 9.093692530850456
21700 21.7 6.354518083880062
21800 21.8 4.545919144443618
21900 21.9 3.774337269431633
22000 22 3.480312669643871
22100 22.1 3.64192117356272
22200 22.2 4.291068351679385
22300 22.3 5.775297769465888
22400 22.4 7.303762747457827
22500 22.5 6.364852650132763
22600 22.6 6.710845212670467
22700 22.7 7.272532045139969
22800 22.8 7.136009595107324
22900 22.9 7.384869507863408
23000 23 5.448082880767757
23100 23.1 3.981280649201278
23200 23.2 3.379490797611433
23300 23.3 3.166942831917933
23400 23.4 2.780156401906401
23500 23.5 2.2667475989763
23600 23.6 1.568976762796992
23700 23.7 1.231000431862895
23800 23.8 1.201415194997684
23900 23.9 1.27496819600274
24000 24 1.387012518634883
24100 24.1 2.245292830555204
24200 24.2 3.810754354707075
24300 24.3 3.301993961692829
24400 24.4 3.259929779859243
24500 24.5 6.506358033466839
24600 24.6 8.873591039621232
24700 24.7 5.977669663432562
24800 24.8 5.920343693847842
24900 24.9 2.666904617657466
25000 25 2.083586586351835
25100 25.1 3.013447068721165
25200 25.2 3.5120428523574
25300 25.3 3.014911633980827
25400 25.4 3.492711786918562
25500 25.5 4.338553773390577
25600 25.6 2.571654304153253
25700 25.7 2.855866364201432
25800 25.8 3.278661307895955
25900 25.9 3.009943772593789
26000 26 2.66372129018433
26100 26.1 3.342030916711296
26200 26.2 3.492081536645693
26300 26.3 2.823655495751897
26400 26.4 2.367873340684188
26500 26.5 1.569878543055433
26600 26.6 0.8454745666386287
26700 26.7 1.891709632137532
26800 26.8 3.709585002012761
26900 26.9 4.309423281425655
27000 27 4.656934571066607
27100 27.1 5.38918836066371
27200 27.2 5.856792820828693
27300 27.3 5.107814703609471
27400 27.4 4.630329395850823
27500 27.5 4.578391112397219
27600 27.6 5.331050337506875
27700 27.7 7.398008567578994
27800 27.8 8.486973480267217
27900 27.9 8.595831894696213
28000 28 7.185826972042551
28100 28.1 6.677603421233736
28200 28.2 5.89978861188558
28300 28.3 4.686611748592897
28400 28.4 3.947764664044773
28500 28.5 5.229347366363151
28600 28.6 6.117274723055576
28700 28.7 6.160301310587378
28800 28.8 5.81745977722651
28900 28.9 5.628166760623485
29000 29 5.327558783236602
29100 29.1 4.885782924729767
29200 29.2 4.649621518665914
29300 29.3 4.441968279811729
29400 29.4 4.356338690969402
29500 29.5 3.930143067658002
29600 29.6 3.684082082171722
29700 29.7 4.834795398646077
29800 29.8 5.334894717226352
29900 29.9 4.407023837903079
30000 30 5.016830701354515
30100 30.1 3.522577927173532
30200 30.2 4.700544635919484
30300 30.3 5.609847896082687
30400 30.4 6.748626033560595
30500 30.5 7.660149940854157
30600 30.6 6.933910505062617
30700 30.7 6.089308570359416
30800 30.8 5.746186926585281
30900 30.9 5.894278300686771
31000 31 6.170568564940462
31100 31.1 6.054306259312609
31200 31.2 5.742920876568325
31300 31.3 6.014958112955105
31400 31.4 6.447048921241438
31500 31.5 6.259357982918762
31600 31.6 4.328134435995623
31700 31.7 2.845029943245719
31800 31.8 1.553725916783919
31900 31.9 1.441028518796513
32000 32 3.929139486319822
32100 32.1 4.273534184616651
32200 32.2 3.598906889944701
32300 32.3 3.76518507804847
32400 32.4 3.703461105733205
32500 32.5 2.974501263620636
32600 32.6 2.086556225615595
32700 32.7 2.612559439124323
32800 32.8 1.622151761655041
32900 32.9 3.065250971653966
33000 33 2.738979206826145
33100 33.1 2.743433035884181
33200 33.2 3.905803098680675
33300 33.3 4.697944947031098
33400 33.4 5.167751625113286
33500 33.5 6.276370335687569
33600 33.6 5.95861438140643
33700 33.7 4.968005430541049
33800 33.8 4.344600311358017
33900 33.9 5.130582068766616
34000 34 6.08065862415884
34100 34.1 6.019625023730647
34200 34.2 5.674016183419658
34300 34.3 6.496971174357287
34400 34.4 6.287685959673455
34500 34.5 6.251007446738289
34600 34.6 5.960239775510638
34700 34.7 5.614970676951883
34800 34.8 5.294328600566725
34900 34.9 5.116482822050463
35000 35 6.467948572773214
35100 35.1 7.416123688704775
35200 35.2 5.344679384258843
35300 35.3 3.786647117704379
35400 35.4 4.386727064790753
35500 35.5 5.047666439978468
35600 35.6 5.757068941535492
35700 35.7 5.567413890399608
35800 35.8 5.123560126960135
35900 35.9 4.856288641969654
36000 36 6.833081047747157
36100 36.1 6.725652478357349
36200 36.2 5.853540593527085
36300 36.3 4.713569669175342
