"Convergence history of Velocity Magnitude on miao31 etc. (in SI units)"
"Iteration" "flow-time etc.."
("Iteration" "flow-time" "Sum Velocity Magnitude")
7600 7.600000000000001 86.30671683145695
7700 7.7 83.57854160567723
7800 7.8 83.77934325256092
7900 7.9 73.75337987351793
8000 8 67.97326542900336
8100 8.1 70.82298546569567
8200 8.199999999999999 76.90330302556607
8300 8.300000000000001 87.81524267855045
8400 8.4 91.9860596364426
8500 8.5 90.83583892808161
8600 8.6 103.0669762849354
8700 8.700000000000001 99.60259665092005
8800 8.800000000000001 95.29348983093394
8900 8.9 80.18819426732406
9000 9 73.36302414352747
9100 9.1 71.7421658113239
9200 9.200000000000001 74.50386523176078
9300 9.300000000000001 81.76692776003479
9400 9.4 83.92596151233585
9500 9.5 88.11354857730964
9600 9.6 98.78164617789159
9700 9.700000000000001 94.16810791695571
9800 9.800000000000001 90.52535162329963
9900 9.9 90.45232138791906
10000 10 86.03999360464144
10100 10.1 87.62198144959483
10200 10.2 85.31973570082218
10300 10.3 87.42372385727714
10400 10.4 93.88964261836551
10500 10.5 84.59024476520577
10600 10.6 69.96033900388124
10700 10.7 73.37759468391913
10800 10.8 72.83924983309586
10900 10.9 75.11748162087278
11000 11 77.59769207577315
11100 11.1 76.15625528831521
11200 11.2 79.17108696568653
11300 11.3 86.41696735930989
11400 11.4 83.25011013192778
11500 11.5 87.38230397923314
11600 11.6 95.20930708908746
11700 11.7 89.41384594646007
11800 11.8 79.4082894616006
11900 11.9 76.96902524090422
12000 12 75.14114244961459
12100 12.1 75.86815358382248
12200 12.2 70.68849980444418
12300 12.3 78.8721817483956
12400 12.4 74.22406068899808
12500 12.5 75.64131669742903
12600 12.6 74.54716355453324
12700 12.7 74.88531283203551
12800 12.8 75.13453748143944
12900 12.9 80.21952952248429
13000 13 90.6866958816415
13100 13.1 89.43439347789302
13200 13.2 85.44557414318673
13300 13.3 106.9240687915286
13400 13.4 89.02947861713935
13500 13.5 78.85251682034338
13600 13.6 76.85240742809181
13700 13.7 76.12029121233223
13800 13.8 77.44135462977331
13900 13.9 75.37328255244165
14000 14 72.70764957583681
14100 14.1 70.58391126904731
14200 14.2 72.36223597849425
14300 14.3 75.68719245220377
14400 14.4 84.99614597021565
14500 14.5 81.31016011180279
14600 14.6 89.66329844242055
14700 14.7 89.06860058291673
14800 14.8 79.56024175108175
14900 14.9 73.83302463991544
15000 15 76.31047202821506
15100 15.1 81.93240431814982
15200 15.2 82.25044736326808
15300 15.3 90.84708520162926
15400 15.4 84.04333755785589
15500 15.5 85.32585513605473
15600 15.6 82.94188677884122
15700 15.7 77.19374216082073
15800 15.8 74.84055916540611
15900 15.9 72.29741892767377
16000 16 72.00338814437725
16100 16.1 72.5970269712993
16200 16.2 71.20028514082857
16300 16.3 70.38004374188841
16400 16.4 70.25925425587437
16500 16.5 69.83983991952003
16600 16.6 70.79952056714373
16700 16.7 70.71919286070178
16800 16.8 71.22113559266364
16900 16.9 74.54592721635898
17000 17 77.64221503412145
17100 17.1 77.81147879866467
17200 17.2 81.54543820263913
17300 17.3 95.02258223944179
17400 17.4 97.73201811276832
17500 17.5 85.6812296577604
17600 17.6 84.86540959300211
17700 17.7 86.31840608849731
17800 17.8 75.31831119071796
17900 17.9 64.68167813789421
18000 18 60.71016039780466
18100 18.1 60.38602104442904
18200 18.2 60.98947018910671
18300 18.3 59.77518204567612
18400 18.4 60.07315768764039
18500 18.5 62.6127344115344
18600 18.6 62.45929485734097
18700 18.7 61.40408513070763
18800 18.8 68.4323058863533
18900 18.9 78.15119314228247
19000 19 73.32330638905104
19100 19.1 75.97140752558707
19200 19.2 86.15537341388195
19300 19.3 83.40420766864727
19400 19.4 88.13253354723429
19500 19.5 89.53083889572659
19600 19.6 87.14448062051613
19700 19.7 79.81729228181362
19800 19.8 77.65046416702971
19900 19.9 77.91059724809642
20000 20 69.46564574083882
20100 20.1 66.96628250118241
20200 20.2 68.78405091651999
20300 20.3 74.08447254348417
20400 20.4 78.0045151126526
20500 20.5 78.35864683262386
20600 20.6 79.42938164229416
20700 20.7 83.16976930226289
20800 20.8 78.14715673396481
20900 20.9 78.91913380172095
21000 21 77.3657284512051
21100 21.1 89.99840388944466
21200 21.2 106.0885304937459
21300 21.3 109.4196337702052
21400 21.4 98.10976021126196
21500 21.5 81.89815074436915
21600 21.6 78.68210916373765
21700 21.7 80.94651302235403
21800 21.8 72.15453759293288
21900 21.9 62.91722238465674
22000 22 61.4672503557116
22100 22.1 63.03510295633199
22200 22.2 68.95810799001777
22300 22.3 71.5246046244784
22400 22.4 66.75743937017377
22500 22.5 67.40177432423059
22600 22.6 70.26286775531315
22700 22.7 73.24515334417657
22800 22.8 74.54262026435086
22900 22.9 75.55740719065602
23000 23 67.89887486248774
23100 23.1 68.71525686309083
23200 23.2 68.4071828129955
23300 23.3 79.61340510306813
23400 23.4 93.84542619411695
23500 23.5 86.69532601304974
23600 23.6 82.41965071751329
23700 23.7 88.29968204248203
23800 23.8 106.3396723878675
23900 23.9 94.25652451261428
24000 24 97.4166655912808
24100 24.1 101.8876835746303
24200 24.2 111.0711513755888
24300 24.3 97.87167651442294
24400 24.4 85.02891907252936
24500 24.5 89.34095485812745
24600 24.6 93.18291256478868
24700 24.7 104.3541574825912
24800 24.8 94.48006887995389
24900 24.9 95.12167387288737
25000 25 96.48945530027316
25100 25.1 80.76863848315445
25200 25.2 77.78886517334455
25300 25.3 86.82800537051351
25400 25.4 78.4119052270986
25500 25.5 82.06058220828511
25600 25.6 91.42833216758592
25700 25.7 78.45289214950978
25800 25.8 74.85935636118606
25900 25.9 77.42099584904027
26000 26 79.39051125057686
26100 26.1 81.49903128378656
26200 26.2 90.37004673821889
26300 26.3 85.89500832415411
26400 26.4 76.43650838227028
26500 26.5 77.75282772574002
26600 26.6 74.69041258052201
26700 26.7 69.68701230140604
26800 26.8 68.87938363587557
26900 26.9 74.5441372806004
27000 27 80.91391407436392
27100 27.1 79.58624729260704
27200 27.2 81.66078765033566
27300 27.3 86.64979508161224
27400 27.4 85.31458362754796
27500 27.5 85.93958020688831
27600 27.6 109.3070217411478
27700 27.7 100.4884562054544
27800 27.8 96.09871916382231
27900 27.9 84.50219644637374
28000 28 81.05812261832264
28100 28.1 73.458111076452
28200 28.2 70.68378236124032
28300 28.3 69.04942280028952
28400 28.4 67.93942443687504
28500 28.5 68.88431462594795
28600 28.6 68.97942754865036
28700 28.7 68.01648531941406
28800 28.8 66.4264782532739
28900 28.9 64.69507952665467
29000 29 63.19385096615297
29100 29.1 67.58910876094413
29200 29.2 69.65823963959852
29300 29.3 66.59938830011866
29400 29.4 67.74269100967048
29500 29.5 72.90717837043066
29600 29.6 72.2001604578077
29700 29.7 76.58428628823741
29800 29.8 76.49588612039915
29900 29.9 77.14504636056449
30000 30 71.63250215035541
30100 30.1 75.92608768193209
30200 30.2 82.83441924673039
30300 30.3 84.71136067036295
30400 30.4 79.74049783073154
30500 30.5 76.52819442060951
30600 30.6 79.24796971640347
30700 30.7 75.33684293735706
30800 30.8 75.98483163152616
30900 30.9 74.02848226311056
31000 31 76.55117425092315
31100 31.1 77.89653944600197
31200 31.2 73.13442402750024
31300 31.3 73.26059203347684
31400 31.4 77.16613072079868
31500 31.5 90.77989038619418
31600 31.6 78.89479116282983
31700 31.7 82.9468092991987
31800 31.8 88.74761941447341
31900 31.9 90.45222058310178
32000 32 89.16970568670408
32100 32.1 81.91995900195383
32200 32.2 81.69311577243568
32300 32.3 97.46827875268875
32400 32.4 94.3284648937303
32500 32.5 80.42207478234523
32600 32.6 81.20603462115206
32700 32.7 76.82982346876707
32800 32.8 76.91225184850455
32900 32.9 67.67642048080216
33000 33 63.51658788915996
33100 33.1 62.10306045685346
33200 33.2 61.32730357562119
33300 33.3 61.11724473858909
33400 33.4 64.92272998904156
33500 33.5 64.34532444724681
33600 33.6 62.67030268334615
33700 33.7 63.61832632576798
33800 33.8 64.24582673664956
33900 33.9 66.28570641694903
34000 34 67.82561397232978
34100 34.1 66.48138094452179
34200 34.2 66.14379858791384
34300 34.3 67.21135971300497
34400 34.4 72.70340749721007
34500 34.5 75.31409503346708
34600 34.6 76.82980729872602
34700 34.7 78.6118575268539
34800 34.8 97.70273163133982
34900 34.9 86.28197841783663
35000 35 86.63321466873401
35100 35.1 103.0264725244199
35200 35.2 103.756088331491
35300 35.3 95.76907128216874
35400 35.4 108.3389133998737
35500 35.5 96.13910823378676
35600 35.6 90.78651705696319
35700 35.7 93.22014249641202
35800 35.8 100.2913749837765
35900 35.9 89.37142257440664
36000 36 95.9908777756702
36100 36.1 93.66023307514371
36200 36.2 77.5403674458362
36300 36.3 75.94404563574547
36400 36.4 84.36145822702672
36500 36.5 68.5247543041134
36600 36.6 67.23159706527804
36700 36.7 63.53140742090403
36800 36.8 64.68668659490605
36900 36.9 67.71862829001219
37000 37 70.12174774483768
37100 37.1 67.99097220139483
37200 37.2 65.26343016596496
37300 37.3 75.23251756249014
37400 37.4 78.52269344315714
37500 37.5 91.41326801624913
37600 37.6 95.79029558504986
37700 37.7 93.53137602570315
37800 37.8 86.98436180182851
37900 37.9 75.51020181454237
38000 38 66.9896205197056
38100 38.1 69.62547733221741
38200 38.2 90.44931578743706
38300 38.3 94.20937054999841
38400 38.4 101.7141029072253
38500 38.5 87.98842145385061
38600 38.6 78.91940646478233
38700 38.7 76.9317945132357
38800 38.8 68.92868748420841
38900 38.9 63.03534108719708
39000 39 61.99172248326511
39100 39.1 61.73223356340964
39200 39.2 59.65742749274295
39300 39.3 57.31853626049281
39400 39.4 56.75126221992821
39500 39.5 59.85286072910285
39600 39.6 62.43220660054652
39700 39.7 62.6203068863089
39800 39.8 67.00653643952373
39900 39.9 67.0364262945242
40000 40 66.46029839301382
40100 40.1 68.84757403932728
40200 40.2 73.60804496967154
40300 40.3 76.56926239515565
40400 40.4 82.4335477669145
40500 40.5 102.838415816081
40600 40.6 85.45984394403501
40700 40.7 85.11174818066286
40800 40.8 80.03259800023878
40900 40.9 75.48139835611519
41000 41 71.09678957180572
41100 41.1 67.41608677005837
41200 41.2 64.59830250582681
41300 41.3 64.5168693694373
41400 41.4 63.98044228147457
41500 41.5 63.61448017394913
41600 41.6 63.58869479876203
41700 41.7 63.85328490899243
41800 41.8 64.48060315533075
41900 41.9 63.52268878484481
42000 42 65.78927886762411
42100 42.1 66.7432322533278
42200 42.2 64.98798917825704
42300 42.3 66.55850372037986
42400 42.4 69.6947034689542
42500 42.5 77.04621986598241
42600 42.6 82.18476719159051
42700 42.7 71.31434139646817
42800 42.8 77.46200817965848
42900 42.9 78.33196360840168
43000 43 73.96827547329747
43100 43.1 83.58937244197529
43200 43.2 85.42757230004453
43300 43.3 96.70105766025591
43400 43.4 78.53244689909756
43500 43.5 71.29630519146497
43600 43.6 71.36142162387446
43700 43.7 72.98716180786033
43800 43.8 69.92664117744718
43900 43.9 68.41189024027156
44000 44 68.42247938352178
44100 44.1 67.59795203872726
44200 44.2 67.5269176841155
44300 44.3 68.06851475886498
44400 44.4 67.67626155256454
44500 44.5 66.94130868566315
44600 44.6 65.01659195287904
44700 44.7 64.24629730606205
44800 44.8 66.26806554664283
44900 44.9 68.87634019694556
45000 45 70.22963198742627
45100 45.1 71.96940054760252
45200 45.2 71.30003760215665
45300 45.3 70.7265478988152
45400 45.4 74.37290953846413
45500 45.5 70.18992323139742
45600 45.6 78.14101810247442
45700 45.7 79.78491773068282
45800 45.8 74.77855235700166
45900 45.9 68.89188052220965
46000 46 70.57303616410499
46100 46.1 77.92795158272583
46200 46.2 81.25199749084922
46300 46.3 92.79515670756658
46400 46.4 78.67485284104691
46500 46.5 76.51855026165344
46600 46.6 73.65243358480615
46700 46.7 65.78278016343563
46800 46.8 74.4001120915888
46900 46.9 71.13441063483603
47000 47 77.99799953954874
47100 47.1 78.94156798160374
47200 47.2 79.20377411715813
47300 47.3 80.3084536322047
47400 47.4 79.38759974688122
47500 47.5 72.69949000501876
47600 47.6 72.67226421848149
47700 47.7 74.000105515417
47800 47.8 77.8346409862699
47900 47.9 86.11272112925346
48000 48 84.20318367454982
48100 48.1 73.41152826685652
48200 48.2 85.67717183384011
48300 48.3 83.91980884338768
48400 48.4 79.19458877666025
48500 48.5 78.27012435184955
48600 48.6 79.86531936308164
48700 48.7 88.25466285770653
48800 48.8 83.96205606501761
48900 48.9 84.40159440263275
49000 49 98.47834923077019
49100 49.1 101.5850069925667
49200 49.2 100.9844440580497
49300 49.3 96.76194244706059
49400 49.4 87.98661819050412
49500 49.5 80.87572998385984
49600 49.6 75.19129074892136
49700 49.7 66.81947750749381
49800 49.8 63.80434133670587
49900 49.9 64.63462341678931
50000 50 66.04213184934524
50100 50.1 65.29089765616395
50200 50.2 68.82471307920213
50300 50.3 69.18158862648133
50400 50.4 84.47160681661671
50500 50.5 84.00364272769232
50600 50.6 90.05970004717243
50700 50.7 95.23450918574841
50800 50.8 105.9425798095497
50900 50.9 94.820515571518
51000 51 113.13369522618
51100 51.1 87.0895591724053
51200 51.2 80.26427856275455
51300 51.3 99.64167333154673
51400 51.4 95.90589388727331
51500 51.5 88.84812275696287
51600 51.6 83.36398969179416
51700 51.7 84.7300596210161
51800 51.8 85.44864756544311
51900 51.9 87.21533252360426
52000 52 82.82135824369763
52100 52.1 73.7413597458692
52200 52.2 77.76519407354611
52300 52.3 77.02835352274803
52400 52.4 69.48760035046469
52500 52.5 67.80331492966766
52600 52.6 69.49023767435244
52700 52.7 65.3142429903841
52800 52.8 62.85031504194008
52900 52.9 61.34020034874995
53000 53 62.47894034880473
53100 53.1 62.53022215889342
53200 53.2 61.35865596105043
53300 53.3 61.01758406545656
53400 53.4 63.19862815095574
53500 53.5 65.61399391544595
53600 53.6 66.78373187976614
53700 53.7 68.20404374240371
53800 53.8 70.10498246134976
53900 53.9 76.36530490990177
54000 54 84.35543720920285
54100 54.1 76.01007389138853
54200 54.2 72.11770909782234
54300 54.3 72.38489502241572
54400 54.4 71.49211122022083
54500 54.5 72.00587694665356
54600 54.6 71.48524464440874
54700 54.7 74.19366276381155
54800 54.8 77.83883091532513
54900 54.9 79.69253188510456
55000 55 88.15753205448308
55100 55.1 90.2902046306682
55200 55.2 77.83456041370175
55300 55.3 86.37442576512859
55400 55.4 88.51830393664949
55500 55.5 82.02162261809713
55600 55.6 73.69673813591589
55700 55.7 77.70360287669143
55800 55.8 76.16864708874556
55900 55.9 72.3099514878723
56000 56 80.64437247769479
56100 56.1 89.51372916019739
56200 56.2 87.19306566539632
56300 56.3 89.97081081761769
56400 56.4 86.62693574968884
56500 56.5 92.29041977226976
56600 56.6 87.8281937001382
56700 56.7 85.38909773221677
56800 56.8 85.83243938868674
56900 56.9 76.60528599604444
57000 57 70.6844252576438
57100 57.1 73.32592392510153
57200 57.2 72.40872099547971
57300 57.3 77.18218866338211
57400 57.4 76.8822000376108
57500 57.5 76.6467299604692
57600 57.6 80.2622353831878
57700 57.7 80.81729617344649
57800 57.8 87.47845427639227
57900 57.9 89.78899319532422
58000 58 90.06488937993144
58100 58.1 84.7842227967256
58200 58.2 90.92507346447432
58300 58.3 87.67748690737034
58400 58.4 91.90134304312858
58500 58.5 79.79308426677983
58600 58.6 83.79348263091232
58700 58.7 88.06995393814371
58800 58.8 82.43996872606864
58900 58.9 91.63704319759694
59000 59 82.09209245782228
59100 59.1 92.29626724452277
59200 59.2 104.7042636885504
59300 59.3 90.3290146469274
59400 59.4 92.67693348111672
59500 59.5 84.87275017939706
59600 59.6 101.6043013105
59700 59.7 99.44226869787551
59800 59.8 84.88272711330634
59900 59.9 82.31505076276321
60000 60 92.64170607578039
60100 60.1 85.33285348529287
60200 60.2 75.52516673354802
60300 60.3 75.16925128583387
60400 60.4 82.26099847462791
60500 60.5 84.04518369454968
60600 60.6 84.63446574755791
60700 60.7 95.30439067413899
60800 60.8 82.13195981671838
60900 60.9 80.10762015342982
61000 61 76.88049430007766
61100 61.1 74.85822375883936
61200 61.2 67.78491933338614
61300 61.3 63.96500267317145
61400 61.4 60.91471217284945
61500 61.5 59.81691344664578
61600 61.6 59.40071835639667
61700 61.7 58.88679634168315
61800 61.8 60.99957811784093
61900 61.9 63.20855505117201
62000 62 60.07359647667068
62100 62.1 58.19047715153268
62200 62.2 60.92070063736131
62300 62.3 63.19921696397906
62400 62.4 65.88337522485375
62500 62.5 66.53739243076132
62600 62.6 67.15905094411019
62700 62.7 70.20159055690681
62800 62.8 70.87218703746714
62900 62.9 73.91979848625708
63000 63 73.65308942043038
63100 63.1 83.64198086733181
63200 63.2 89.32688389370533
63300 63.3 99.57367293289599
63400 63.4 97.58700530737906
63500 63.5 84.96118300098829
63600 63.6 91.92481909645846
63700 63.7 93.29661057744559
63800 63.8 83.35915327790477
63900 63.9 79.95059490119328
64000 64 81.06807694533767
64100 64.09999999999999 88.69091004803053
64200 64.2 75.6565463838588
64300 64.3 81.95076288487616
64400 64.40000000000001 72.06581710618647
64500 64.5 70.60802253433154
64600 64.59999999999999 75.74809520156552
64700 64.7 80.32307075688159
64800 64.8 84.60067864146083
64900 64.90000000000001 90.56382503335038
65000 65 88.58052459207799
65100 65.09999999999999 82.47358606559857
65200 65.2 90.82830908735119
65300 65.3 91.09236612108943
65400 65.40000000000001 98.95650760143758
65500 65.5 91.7399957001887
65600 65.59999999999999 93.24327077573
65700 65.7 99.59321120516958
65800 65.8 86.55959407884112
65900 65.90000000000001 69.27059277672419
66000 66 62.28944943708996
66100 66.09999999999999 66.87818716580679
66200 66.2 71.66100828315142
66300 66.3 72.83437404294619
66400 66.40000000000001 78.82121175503305
66500 66.5 76.36816668447828
66600 66.59999999999999 73.75659542428562
66700 66.7 73.79441737712172
66800 66.8 75.04572122553648
66900 66.90000000000001 83.6356355783862
67000 67 75.32078614157078
67100 67.09999999999999 84.96790494802661
67200 67.2 101.1037380974764
67300 67.3 90.90566557242454
67400 67.40000000000001 80.83862005734949
67500 67.5 80.38672823713887
67600 67.59999999999999 81.15360395430628
67700 67.7 78.24639706203257
67800 67.8 73.90910425627888
67900 67.90000000000001 74.90693786286852
68000 68 83.89829654532699
68100 68.09999999999999 70.10768370032986
68200 68.2 64.66076049496152
68300 68.3 65.66942863723729
68400 68.40000000000001 69.50966448282105
68500 68.5 74.32179515467571
68600 68.60000000000001 83.34547019237365
68700 68.7 99.59125927481207
68800 68.8 101.4634213968891
68900 68.90000000000001 94.84453404637492
69000 69 87.26717854467739
69100 69.10000000000001 79.93654556832817
69200 69.2 79.18671683026596
69300 69.3 84.8243661137322
69400 69.40000000000001 79.79090335667941
69500 69.5 67.47587919805039
69600 69.60000000000001 67.73830507868391
69700 69.7 65.69304435518433
69800 69.8 65.48692626374549
69900 69.90000000000001 64.92815398758893
70000 70 64.80877302299403
70100 70.10000000000001 66.30178319729289
70200 70.2 66.7558646340152
70300 70.3 66.57767730019904
70400 70.40000000000001 64.86968931401381
70500 70.5 64.97940396831557
70600 70.60000000000001 67.2494940116444
70700 70.7 69.04129251205335
70800 70.8 69.54468850206609
70900 70.90000000000001 68.2488898143844
71000 71 67.9628475415968
71100 71.10000000000001 69.19310719493349
71200 71.2 70.49899540882538
71300 71.3 70.61848717252809
71400 71.40000000000001 72.35113270562954
71500 71.5 78.00597265468112
71600 71.60000000000001 81.68963915138877
71700 71.7 82.99126631059431
71800 71.8 93.94716947745479
71900 71.90000000000001 80.50828668879778
72000 72 81.16589604660319
72100 72.10000000000001 90.39451385569785
72200 72.2 83.68511850971687
72300 72.3 92.26441253381347
72400 72.40000000000001 89.74828167838957
72500 72.5 80.60795484973397
72600 72.60000000000001 77.30582185755479
72700 72.7 80.12985821912608
72800 72.8 75.25399691434251
72900 72.90000000000001 73.49879178456645
73000 73 74.97184201761226
73100 73.10000000000001 80.16072075442605
73200 73.2 78.62142424318441
73300 73.3 96.68344948273685
73400 73.40000000000001 96.55584246125174
73500 73.5 100.5563438228548
73600 73.60000000000001 90.0225487190279
73700 73.7 83.41311074177025
73800 73.8 92.38076050030597
73900 73.90000000000001 88.81163332762097
74000 74 77.57422880004606
74100 74.10000000000001 66.43365271036535
74200 74.2 74.17816692759936
74300 74.3 74.65206373801848
74400 74.40000000000001 71.70994352390726
74500 74.5 74.5898105078152
74600 74.60000000000001 80.20153491524127
74700 74.7 80.15817260145651
74800 74.8 86.26625388502561
74900 74.90000000000001 94.84217311685862
75000 75 92.42873113958429
75100 75.10000000000001 85.26164153593129
75200 75.2 79.24274339877844
75300 75.3 85.74923066559749
75400 75.40000000000001 96.61198656454282
75500 75.5 80.92703500343454
75600 75.60000000000001 88.38640458393223
75700 75.7 79.15725324306675
75800 75.8 76.67368729808899
75900 75.90000000000001 77.68908295500563
76000 76 80.00827545896888
76100 76.10000000000001 80.78357048477645
76200 76.2 80.61778928174402
76300 76.3 85.07471725909691
76400 76.40000000000001 83.10719848038033
76500 76.5 81.65930616634679
76600 76.60000000000001 81.08801047587806
76700 76.7 78.4510855579434
76800 76.8 83.32722827170431
76900 76.90000000000001 82.44142105800987
77000 77 87.53451108982384
77100 77.10000000000001 85.85841475301166
77200 77.2 79.76904320946581
77300 77.3 79.93348219057901
77400 77.40000000000001 85.43869494124824
77500 77.5 75.76228121889633
77600 77.60000000000001 70.30963311610381
77700 77.7 70.76648306088669
77800 77.8 72.21664699393476
77900 77.90000000000001 70.0347396807111
78000 78 66.95610420908999
78100 78.10000000000001 63.78175024701878
78200 78.2 62.57356285685989
78300 78.3 62.92512803842611
78400 78.40000000000001 71.19733176479545
78500 78.5 73.83912079495589
78600 78.60000000000001 74.05450294733119
78700 78.7 72.69711053580079
78800 78.8 69.68711451498032
78900 78.90000000000001 68.22964595244522
79000 79 68.24482793064556
79100 79.10000000000001 70.24410736306758
79200 79.2 73.93131996805839
79300 79.3 77.04992380765904
79400 79.40000000000001 79.77208322432966
79500 79.5 85.1446294581321
79600 79.60000000000001 89.99822795420752
79700 79.7 88.57437209131227
79800 79.8 89.01432082885965
79900 79.90000000000001 104.2837662550898
80000 80 90.95133958631422
80100 80.10000000000001 90.30237259464879
80200 80.2 85.11854990193007
80300 80.3 96.14350749123261
80400 80.40000000000001 78.36717249298334
80500 80.5 71.51535756563186
80600 80.60000000000001 78.86325584209565
80700 80.7 75.01680942815466
80800 80.8 81.35467816048939
80900 80.90000000000001 87.62153560915766
81000 81 94.98528761425679
81100 81.10000000000001 102.6291880542687
81200 81.2 90.14099551439324
81300 81.3 91.54828490342561
81400 81.40000000000001 79.26198870979593
81500 81.5 78.16250134920983
81600 81.60000000000001 88.8573026739441
81700 81.7 83.55464644239557
81800 81.8 83.43201871212953
81900 81.90000000000001 85.27831122402554
82000 82 87.23131281064352
82100 82.10000000000001 89.35838213313494
82200 82.2 83.82429102169741
82300 82.3 96.58441776538159
82400 82.40000000000001 78.34109576553564
82500 82.5 75.2928527004768
82600 82.60000000000001 73.72670006921348
82700 82.7 69.80533960733025
82800 82.8 65.02552716962097
82900 82.90000000000001 71.47651754385376
83000 83 67.98470328708632
83100 83.10000000000001 67.46421735727245
83200 83.2 71.07144987078473
83300 83.3 71.88254111989691
83400 83.40000000000001 83.69064968673496
83500 83.5 74.93449454109061
83600 83.60000000000001 69.96643467821511
83700 83.7 82.0639720512019
83800 83.8 72.87023439278647
83900 83.90000000000001 72.49299641754462
84000 84 75.01436154289141
84100 84.10000000000001 80.62677310591246
84200 84.2 82.44138391138313
84300 84.3 80.47202746621498
84400 84.40000000000001 98.40167383915423
84500 84.5 88.05884910543878
84600 84.60000000000001 107.2716374560505
84700 84.7 97.06118600541345
84800 84.8 103.5129567606956
84900 84.90000000000001 100.8893067957455
85000 85 90.27488124027607
85100 85.10000000000001 89.05838013649426
85200 85.2 81.07497320165146
85300 85.3 87.57842481936567
85400 85.40000000000001 88.98117430035632
85500 85.5 87.12659245547201
85600 85.60000000000001 86.48690109995846
85700 85.7 86.07613610390158
85800 85.8 77.85270321822134
85900 85.90000000000001 79.87294358052375
