"Convergence history of Velocity Magnitude on line_2 (in SI units)"
"Iteration" "Facet Average Velocity Magnitude"
("Iteration" "Facet Average Velocity Magnitude")
100 3.918576038181211
200 4.886787549419005
300 1.967184531126289
400 3.171630694226497
500 2.102559164864575
600 2.675535645586556
700 3.131841180753294
800 2.249926985139322
900 3.016475273918713
1000 2.497738086703157
1100 2.154207584238808
1200 3.005132815951702
1300 4.290421935831562
1400 1.950703472837939
1500 3.108908397394001
1600 2.149714756557813
1700 3.062243266532262
1800 3.103233201697889
1900 2.328984728463482
2000 1.968786179306114
2100 3.911092756475369
2200 3.574658468809317
2300 1.624002591991091
2400 2.002090011723107
2500 2.127626138528454
2600 3.115033445564203
2700 3.645810031110599
2800 2.306714881839595
2900 3.199565362696246
3000 3.766291975629599
3100 4.176945916812539
3200 3.315364325792761
3300 3.075010479812335
3400 2.135694029001287
3500 3.536362837433941
3600 4.553701858520907
3700 2.875695160615531
3800 5.263145986191989
3900 1.839191605341907
4000 1.465825749981744
4100 3.434055011831243
4200 4.386580780707989
4300 2.849467148714393
4400 1.50457685201055
4500 3.218861843700609
4600 3.049646260252813
4700 3.553194208646746
4800 1.995140076543821
4900 3.317421160791711
5000 3.339893385577571
5100 2.810408043302837
5200 2.145670056366061
5300 2.638528559108463
5400 3.421832569238182
5500 3.473574330044132
5600 4.844173145024634
5700 3.670019088942699
5800 3.252616251022426
5900 2.519101577743069
6000 2.977953347322524
6100 3.097893413283444
6200 1.649658989015449
6300 3.697742338329147
6400 2.770405592531488
6500 4.078331336768968
6600 2.702752826872098
6700 2.493190660096123
6800 2.766988844845788
6900 2.914708333845915
7000 3.921148496565474
7100 4.072980763309673
7200 3.963931885048966
7300 3.815391987130665
7400 2.708536375357909
7500 3.254399593830516
7600 2.129012174807229
7700 1.774874613904772
7800 3.455949503790053
7900 3.696764979975593
8000 2.820471212254254
8100 3.408597534852139
8200 1.83618978284116
8300 3.399519204367955
8400 2.66424291145883
8500 2.699148133269253
8600 3.339796577668119
8700 4.685968468389853
8800 3.497865982605078
8900 3.822104677586736
9000 3.607848886058734
9100 4.125588319850815
9200 4.557699698741694
9300 2.888932922031402
9400 3.355733931716624
9500 3.116334228757056
9600 3.197986836532077
9700 3.881880117284282
9800 3.058040747525266
9900 4.086042050648843
10000 5.714163239490629
10100 2.467095849845234
10200 6.124894041999756
10300 2.386095308730342
10400 4.774825769132453
10500 3.21876398120253
10600 3.158852937505308
10700 2.8552949379063
10800 4.154375113511923
10900 2.74753033004831
11000 2.51200600177094
11100 3.879351012943054
11200 3.377447010536708
11300 3.846177896325854
11400 3.651504324396534
11500 3.159171111100128
11600 3.292250967764437
11700 2.44498541467591
11800 1.81344521573351
11900 2.706018814814353
12000 3.297252684358354
12100 2.713521910950679
12200 6.050420550010503
12300 1.699139752240879
12400 2.710424523308692
12500 3.017381878845704
12600 3.379815779510684
12700 3.578714661216964
12800 3.257467595169603
12900 4.724853950847956
13000 3.016624516164772
13100 3.30945978848197
13200 2.333697879021503
13300 2.497734054447406
13400 4.201390526049668
13500 2.983328349322115
13600 2.071229726263808
13700 4.587707309381015
13800 2.118182520548138
13900 3.282046922800239
14000 4.694189299205433
14100 3.357456540459506
14200 3.160687330116395
14300 3.585151142688697
14400 3.027064884398928
14500 2.641227607441804
14600 3.203485701256444
14700 2.498905539347871
14800 2.949244941176204
14900 3.215819638719887
15000 3.59822306106249
15100 4.825370740063264
