"Convergence history of Velocity Magnitude on cirpoint3 (in SI units)"
"Iteration" "Sum Velocity Magnitude"
("Iteration" "Sum Velocity Magnitude")
100 7.214418205546257
200 9.429161019090706
300 5.884440753995649
400 6.518564926381792
500 5.629843887569669
600 7.007133454108974
700 7.210444718799248
800 7.576612783563364
900 6.702692368877194
1000 6.06441236411448
1100 7.724793027654151
1200 9.456588813662082
1300 9.677332860291438
1400 6.625275937942548
1500 9.105988271525501
1600 7.013424909976568
1700 6.310191090495652
1800 9.656507684741502
1900 5.026643916106831
2000 7.151455527308197
2100 8.390733844693454
2200 8.196232411061724
2300 5.49430553182519
2400 6.527277382288876
2500 5.979525187085265
2600 7.957410807628334
2700 8.592570169130076
2800 8.11339905494401
2900 8.820748229772278
3000 9.659855999565064
3100 10.10284508801287
3200 10.34996107842824
3300 7.082378943526956
3400 6.854956720170141
3500 7.171822529403529
3600 9.158446891540949
3700 10.93999568196958
3800 9.287081386793245
3900 8.536810499537509
4000 7.601730229855407
4100 9.207577047711457
4200 8.069963424452691
4300 6.4191848970065
4400 4.766476198771602
4500 9.09501953961475
4600 8.34512775528874
4700 8.404218186911017
4800 7.999001403867307
4900 6.645555018322595
5000 8.84353803311866
5100 9.528700615303022
5200 8.53537726657771
5300 8.218754127671293
5400 8.883613843142438
5500 8.134286744413254
5600 2.191069704400461
5700 10.70714648672265
5800 9.468724830306211
5900 7.474028203871566
6000 6.031727205999464
6100 8.243819232717524
6200 8.223977969301881
6300 8.1737304270337
6400 8.48409574053791
6500 8.269373311513656
6600 7.282323186219993
6700 7.850636902258899
6800 7.427530235974418
6900 7.498580338241205
7000 10.11016171567687
7100 9.60193614027683
7200 11.07813489755902
7300 8.751447366967056
7400 5.449147511344396
7500 7.004655513528774
7600 5.399104338638661
7700 5.167626600955485
7800 7.601366119450536
7900 11.15339208167413
8000 6.4052961945108
8100 6.831439286514712
8200 6.396761506691828
8300 8.595215733165627
8400 10.1868301769999
8500 6.57906635923365
8600 7.470865659644129
8700 8.577151775669902
8800 9.847919139459258
8900 9.418256154439995
9000 7.293777038533613
9100 7.09628265693633
9200 8.170894185100412
9300 6.230632604192515
9400 9.282827826138586
9500 7.298778658345859
9600 10.01464190621194
9700 8.318478787163864
9800 7.96253051606008
9900 8.375528096145947
10000 11.77765231556964
10100 6.633686833325725
10200 12.45786544444884
10300 5.735139857368989
10400 10.21698210329713
10500 8.368307175256707
10600 7.523659304048208
10700 9.018354228536685
10800 8.938856527558196
10900 7.942350045644644
11000 8.021378848376465
11100 9.47161677446551
11200 10.10622749442004
11300 11.43993050762711
11400 7.253914012915071
11500 10.38477632579844
11600 9.288343277867012
11700 7.344049125138824
11800 6.75367258559127
11900 5.058197686363413
12000 10.46458669581085
12100 6.57245736996911
12200 11.98268111912817
12300 9.366343520627632
12400 10.13747635421154
12500 7.182984916364598
12600 9.125979872227951
12700 8.952085489296728
12800 9.728649467811811
12900 10.21180167009266
13000 9.378766694274455
13100 10.28886432227385
13200 7.67618682625087
13300 8.513131212917571
13400 10.02941864343123
13500 6.909773096069381
13600 5.422640402453476
13700 10.4238596140012
13800 6.541968483179476
13900 5.633373247587867
14000 7.681248155059271
14100 9.125405692610096
14200 9.784591387242886
14300 7.645838077165977
14400 6.576305180982736
14500 7.090435060699279
14600 7.312081616755713
14700 7.006079677073404
14800 6.674615257146729
14900 7.958038402271829
15000 7.786247755236734
15100 9.458595208415561
